,Date,tweet,polarity,sentiment
320,2019-05-02,Congrats to @U_S_Steel for investing $1+ BILLION in America's most INNOVATIVE steel mill. 232 Tariffs make Pennsylvania and USA more prosperous/secure by bringing Steel and Aluminum industries BACK. Tariffs are working. Pittsburgh is again The Steel City. USA Economy is BOOMING!https://twitter.com/U_S_Steel/status/1123939623355518976 …,positive,1
321,2019-05-02,"On this day of prayer, we once again place our hopes in the hands of our Creator. We give thanks for this wondrous land of liberty, & we pray that THIS nation – OUR home – these United States – will forever be strengthened by the Goodness and the Grace & the eternal GLORY OF GOD!pic.twitter.com/RtSI3j1GWH",neutral,0
322,2019-05-02,"As we unite on this day of prayer, we renew our resolve to protect communities of faith – and ensure that ALL of our people can live, pray and worship IN PEACE. #NationalDayOfPrayerhttps://www.pscp.tv/w/b5sYGzFvTlFsTFJub1dwUXd8MXZPR3dxemViUW14QhDpmlmScugqoickU2KuVUePB3eGp8RTqhOl7cPcdgO3?t=13m5s …",positive,1
323,2019-05-02,....and deregulation which have produced non-inflationary prosperity for all Americans. I’ve asked Steve to work with me toward future economic growth in our Country.,neutral,0
324,2019-05-02,"Steve Moore, a great pro-growth economist and a truly fine person, has decided to withdraw from the Fed process. Steve won the battle of ideas including Tax Cuts....",positive,1
325,2019-05-02,"""The Mueller Witch Hunt is completely OVER!"" @SeanHannitypic.twitter.com/bE13T2Kt48",negative,-1
326,2019-05-02,The Collusion Delusion is OVER!pic.twitter.com/sRnHoDmzFJ,negative,-1
327,2019-05-02,I am continuing to monitor the situation in Venezuela very closely. The United States stands with the People of Venezuela and their Freedom!pic.twitter.com/rtGfjQjc1u,negative,-1
328,2019-05-02,https://www.wsj.com/articles/a-real-attorney-general-11556752279 …,neutral,0
329,2019-05-03,"As the great people of IA, IL, & MO continue to confront the devastating flooding, know we are here for you and ready to help! My team remains in close contact with @IAGovernor, @GovParsonMO, @GovPritzker, and the local officials managing the impacts of the destructive flooding.",positive,1
330,2019-05-03,"So surprised to see Conservative thinkers like James Woods banned from Twitter, and Paul Watson banned from Facebook!https://www.breitbart.com/entertainment/2019/05/03/james-woods-banned-from-twitter-amid-silicon-valleys-conservative-blacklisting-campaign/ …",neutral,0
331,2019-05-03,The wonderful Diamond and Silk have been treated so horribly by Facebook. They work so hard and what has been done to them is very sad - and we’re looking into. It’s getting worse and worse for Conservatives on social media!,negative,-1
332,2019-05-03,"I am continuing to monitor the censorship of AMERICAN CITIZENS on social media platforms. This is the United States of America — and we have what’s known as FREEDOM OF SPEECH! We are monitoring and watching, closely!!",neutral,0
333,2019-05-03,The International Association of Firefighters Union is rebelling on their very foolish leader. Perhaps they will vote him out of office. He doesn’t get it! https://www.facebook.com/153080620724/posts/10162491434245725?s=1427081020&v=i&sfns=mo …pic.twitter.com/7tMG5NtvwO,neutral,0
334,2019-05-03,"Fred Keller of the Great State of Pennsylvania has been an outstanding State Rep. Now he is running as the Republican Nominee for Congress, and has my Complete and Total Endorsement. Strong on Crime, Second Amendment, Military, Vets, and Healthcare. He will do a fantastic job!",positive,1
335,2019-05-03,"....We discussed Trade, Venezuela, Ukraine, North Korea, Nuclear Arms Control and even the “Russian Hoax.” Very productive talk!",positive,1
336,2019-05-03,"Had a long and very good conversation with President Putin of Russia. As I have always said, long before the Witch Hunt started, getting along with Russia, China, and everyone is a good thing, not a bad thing....",positive,1
337,2019-05-03,We can all agree that AMERICA is now #1. We are the ENVY of the WORLD — and the best is yet to come!pic.twitter.com/Uc81DzHbu2,positive,1
338,2019-05-03,"“The U.S. Created 263,000 Jobs in April, Unemployment Fell to Lowest Level Since 1969”https://www.breitbart.com/economy/2019/05/03/the-u-s-created-263000-jobs-in-april/ …",neutral,0
339,2019-05-03,"JOBS, JOBS, JOBS! “Jobs surge in April, unemployment rate falls to the lowest since 1969”https://www.cnbc.com/2019/05/03/nonfarm-payrolls-april-2019.html …",neutral,0
340,2019-05-03,"Finally, Mainstream Media is getting involved - too “hot” to avoid. Pulitzer Prize anyone? The New York Times, on front page (finally), “Details effort to spy on Trump Campaign.” @foxandfriends This is bigger than WATERGATE, but the reverse!",negative,-1
341,2019-05-03,"...at every turn in attempts to gain access. But now Republicans and Democrats must come together for the good of the American people. No more costly & time consuming investigations. Lets do Immigration (Border), Infrastructure, much lower drug prices & much more - and do it now!",neutral,0
342,2019-05-03,"OK, so after two years of hard work and each party trying their best to make the other party look as bad as possible, it’s time to get back to business. The Mueller Report strongly stated that there was No Collusion with Russia (of course) and, in fact, they were rebuffed.....",negative,-1
343,2019-05-03,"Thank you, working hard! #MAGApic.twitter.com/jwsb75t0WW",positive,1
344,2019-05-03,Proclamation on Days of Remembrance of Victims of the Holocaust: https://www.whitehouse.gov/presidential-actions/proclamation-days-remembrance-victims-holocaust-2019/ …pic.twitter.com/vGPOelEesM,neutral,0
345,2019-05-04,"How can it be possible that James Woods (and many others), a strong but responsible Conservative Voice, is banned from Twitter? Social Media & Fake News Media, together with their partner, the Democrat Party, have no idea the problems they are causing for themselves. VERY UNFAIR!",neutral,0
346,2019-05-04,"Today, May 4th - is International Firefighters Day! We remember all of those who put their lives on the line to save others, and are grateful to those who continue to do so 24/7/365. We love our great firefighters, thank you! #ThankAFirefighterpic.twitter.com/LBSfQRFZ7k",positive,1
347,2019-05-04,"Very good call yesterday with President Putin of Russia. Tremendous potential for a good/great relationship with Russia, despite what you read and see in the Fake News Media. Look how they have misled you on “Russia Collusion.” The World can be a better and safer place. Nice!",positive,1
348,2019-05-04,"Anything in this very interesting world is possible, but I believe that Kim Jong Un fully realizes the great economic potential of North Korea, & will do nothing to interfere or end it. He also knows that I am with him & does not want to break his promise to me. Deal will happen!",positive,1
349,2019-05-04,"When will the Radical Left Wing Media apologize to me for knowingly getting the Russia Collusion Delusion story so wrong? The real story is about to happen! Why is @nytimes, @washingtonpost, @CNN, @MSNBC allowed to be on Twitter & Facebook. Much of what they do is FAKE NEWS!",negative,-1
350,2019-05-04,"There is nothing easy about a USA Infrastructure Plan, especially when our great Country has spent an astounding 7 trillion dollars in the Middle East over the last 19 years, but I am looking hard at a bipartisan plan of 1 to 2 trillion dollars. Badly needed!",positive,1
351,2019-05-04,“They wanted to know what Trump was up to with the Russians - which of course is nonsense. This whole thing was a complete setup.” George Papadopoulos to @seanhannity,negative,-1
352,2019-05-05,"“This is not Congressional Oversight, this is bullying.” Jason Riley, The Wall Street Journal",neutral,0
353,2019-05-05,"“The Report sounded an awful lot as being Comeyesque, in other words, I’m not going to charge this person (there wasn’t even close to being a crime), but I’m going to criticize him on the way out the door. That’s unfortunate because it’s stepping outside of the role.” Robert Ray",negative,-1
354,2019-05-05,"....to testify. Are they looking for a redo because they hated seeing the strong NO COLLUSION conclusion? There was no crime, except on the other side (incredibly not covered in the Report), and NO OBSTRUCTION. Bob Mueller should not testify. No redos for the Dems!",negative,-1
355,2019-05-05,"After spending more than $35,000,000 over a two year period, interviewing 500 people, using 18 Trump Hating Angry Democrats & 49 FBI Agents - all culminating in a more than 400 page Report showing NO COLLUSION - why would the Democrats in Congress now need Robert Mueller.......",negative,-1
356,2019-05-05,"....of additional goods sent to us by China remain untaxed, but will be shortly, at a rate of 25%. The Tariffs paid to the USA have had little impact on product cost, mostly borne by China. The Trade Deal with China continues, but too slowly, as they attempt to renegotiate. No!",neutral,0
357,2019-05-05,"For 10 months, China has been paying Tariffs to the USA of 25% on 50 Billion Dollars of High Tech, and 10% on 200 Billion Dollars of other goods. These payments are partially responsible for our great economic results. The 10% will go up to 25% on Friday. 325 Billions Dollars....",neutral,0
358,2019-05-05,"The Kentucky Derby decision was not a good one. It was a rough & tumble race on a wet and sloppy track, actually, a beautiful thing to watch. Only in these days of political correctness could such an overturn occur. The best horse did NOT win the Kentucky Derby - not even close!",negative,-1
359,2019-05-05,"I am pleased to inform all of those that believe in a strong, fair and sound Immigration Policy that Mark Morgan will be joining the Trump Administration as the head of our hard working men and women of ICE. Mark is a true believer and American Patriot. He will do a great job!",positive,1
360,2019-05-05,Mike has been a fantastic Senator!https://twitter.com/DailyCaller/status/1124841210684813315 …,positive,1
361,2019-05-06,"Today, it was my true honor to present the Commander-in-Chief’s Trophy—for the second year in a row, to the @ArmyWP_Football Black Knights. Congratulations once again on your historic victories, and keep on making us proud!pic.twitter.com/nGOC4PQn6S",positive,1
362,2019-05-06,Congratulations @ArmyWP_Football!https://www.pscp.tv/w/b6BkCzFvTlFsTFJub1dwUXd8MXJteFBld1lhbmJLTv2IBHmZJrrVIS-y9YaexReLFAYkLQINOOBgdIJcBKhp?t=3m48s …,neutral,0
363,2019-05-06,Just spoke to Prime Minister Abe of Japan concerning North Korea and Trade. Very good conversation!,positive,1
364,2019-05-06,"....Alabama, Iowa, Nebraska, Georgia, South Carolina, North Carolina and others unless much more money is given to Puerto Rico. The Dems don’t want farmers to get any help. Puerto Rico should be very happy and the Dems should stop blocking much needed Disaster Relief!",neutral,0
365,2019-05-06,"Puerto Rico has been given more money by Congress for Hurricane Disaster Relief, 91 Billion Dollars, than any State in the history of the U.S. As an example, Florida got $12 Billion & Texas $39 Billion for their monster hurricanes. Now the Democrats are saying NO Relief to......",negative,-1
366,2019-05-06,"Scott Walker is 100% correct when he says that the Republicans must WAKE UP to the Democrats State by State power grab. They play very dirty, actually, like never before. Don’t allow them to get away with what they are doing!",neutral,0
367,2019-05-06,"The United States has been losing, for many years, 600 to 800 Billion Dollars a year on Trade. With China we lose 500 Billion Dollars. Sorry, we’re not going to be doing that anymore!",negative,-1
368,2019-05-06,"Also, there are “No High Crimes & Misdemeanors,” No Collusion, No Conspiracy, No Obstruction. ALL THE CRIMES ARE ON THE OTHER SIDE, and that’s what the Dems should be looking at, but they won’t. Nevertheless, the tables are turning!",negative,-1
369,2019-05-06,"“Democrat Texas Congressman Al Green says impeachment is the only thing that can prevent President Trump from re-election in 2020.” @OANN In other words, Dems can’t win the election fairly. You can’t impeach a president for creating the best economy in our country’s history.....",neutral,0
370,2019-05-06,.....The Witch Hunt is over but we will never forget. MAKE AMERICA GREAT AGAIN!,positive,1
371,2019-05-06,"Despite the tremendous success that I have had as President, including perhaps the greatest ECONOMY and most successful first two years of any President in history, they have stolen two years of my (our) Presidency (Collusion Delusion) that we will never be able to get back.....",positive,1
372,2019-05-06,....To the Gazan people — these terrorist acts against Israel will bring you nothing but more misery. END the violence and work towards peace - it can happen!,negative,-1
373,2019-05-06,"Once again, Israel faces a barrage of deadly rocket attacks by terrorist groups Hamas and Islamic Jihad. We support Israel 100% in its defense of its citizens....",negative,-1
374,2019-05-06,"Pending the confirmation of Mark Morgan as our Nation’s new ICE Director, Matt Albence will serve in the role of Acting Director. Matt is tough and dedicated and has my full support to deploy ICE to the maximum extent of the law! #MAGA",neutral,0
375,2019-05-07,Congratulations @TigerWoods - you are truly one of a kind!pic.twitter.com/B6YpeLZilo,positive,1
376,2019-05-07,"Democrats in Congress must vote to close the terrible loopholes at the Southern Border. If not, harsh measures will have to be taken!",negative,-1
377,2019-05-08,"Big crowds in Panama City Beach, Florida. See everyone in 30 minutes! @FoxNews @TuckerCarlson @SeanHannitypic.twitter.com/57tngL1W2i",positive,1
378,2019-05-08,Big announcement today: Drug companies have to come clean about their prices in TV ads. Historic transparency for American patients is here. If drug companies are ashamed of those prices—lower them!,neutral,0
379,2019-05-08,"“The reality is, with the Tariffs, the economy has grown more rapidly in the United States and much more slowly in China.” Peter Morici, Former Chief Economist, USITC",neutral,0
380,2019-05-08,"Getting ready to leave for one of my favorite places, the Florida Panhandle, where we’ve given, and are giving, billions of $$$for the devastation caused by Hurricane Michael. Even though the Dems are totally in our way (they don’t want money to go there) we’re getting it done!",neutral,0
381,2019-05-08,Our Nation grieves at the unspeakable violence that took a precious young life and badly injured others in Colorado. God be with the families and thank you to the First Responders for bravely intervening. We are in close contact with Law Enforcement.,negative,-1
382,2019-05-08,"Republicans shouldn’t vote for H.R. 312, a special interest casino Bill, backed by Elizabeth (Pocahontas) Warren. It is unfair and doesn’t treat Native Americans equally!",neutral,0
383,2019-05-08,"....in 3 separate locations, creating another 450 jobs. I have been working nicely with GM to get this done. Thank you to Mary B, your GREAT Governor, and Senator Rob Portman. With all the car companies coming back, and much more, THE USA IS BOOMING!",negative,-1
384,2019-05-08,"GREAT NEWS FOR OHIO! Just spoke to Mary Barra, CEO of General Motors, who informed me that, subject to a UAW agreement etc., GM will be selling their beautiful Lordstown Plant to Workhorse, where they plan to build Electric Trucks. GM will also be spending $700,000,000 in Ohio...",positive,1
385,2019-05-08,"“Everyone wants to know who needs to be accountable, because it took up two years of our lives talking about this Russian involvement. It proved No Collusion, & people want to trace it back to see how this all happened?” @ainsleyearhardt @foxandfriends TREASONOUS HOAX!",negative,-1
386,2019-05-08,Big Court win at our Southern Border! We are getting there - and Wall is being built!,positive,1
387,2019-05-08,"“Shouldn’t 2015 and 2016 be revealed, how Intelligence Agencies, FBI, tried to sabotage a particular campaign - never been done before?” @SteveForbesCEO @MariaBartiromo",negative,-1
388,2019-05-08,“The real “Obstruction of Justice” is what the Democrats are trying to do to this Attorney General.” Congressman Jim Jordan (R-Ohio). @MariaBartiromo,neutral,0
389,2019-05-08,"....Guess what, that’s not going to happen! China has just informed us that they (Vice-Premier) are now coming to the U.S. to make a deal. We’ll see, but I am very happy with over $100 Billion a year in Tariffs filling U.S. coffers...great for U.S., not good for China!",negative,-1
390,2019-05-08,"The reason for the China pullback & attempted renegotiation of the Trade Deal is the sincere HOPE that they will be able to “negotiate” with Joe Biden or one of the very weak Democrats, and thereby continue to ripoff the United States (($500 Billion a year)) for years to come....",negative,-1
391,2019-05-08,"....you would get it by building, or even buying. You always wanted to show losses for tax purposes....almost all real estate developers did - and often re-negotiate with banks, it was sport. Additionally, the very old information put out is a highly inaccurate Fake News hit job!",negative,-1
392,2019-05-08,"Real estate developers in the 1980’s & 1990’s, more than 30 years ago, were entitled to massive write offs and depreciation which would, if one was actively building, show losses and tax losses in almost all cases. Much was non monetary. Sometimes considered “tax shelter,” ......",negative,-1
393,2019-05-08,“CASE CLOSED!” @SenateMajLDRpic.twitter.com/TOIatsmu4U,neutral,0
394,2019-05-08,McConnell Backs Trump: Mueller Report Is 'Case Closed' | Breitbart http://bit.ly/2VNaqIl via @BreitbartNews,neutral,0
395,2019-05-08,"I am pleased to inform you that THE BIG FIREWORKS, after many years of not having any, are coming back to beautiful Mount Rushmore in South Dakota. Great work @GovKristiNoem and @SecBernhardt! #MAGA",positive,1
396,2019-05-08,He wants to impeach because they can’t win election. Sad!https://twitter.com/TeamTrump/status/1125919594902847488 …,neutral,0
397,2019-05-08,"Just landed in Panama City Beach, Florida for a rally beginning at 8:00 P.M. Eastern. Will be live on @FoxNews! #MAGA @tuckercarlson @seanhannity",neutral,0
398,2019-05-08,Thank you @NewtGingrich & @FoxandFriends!pic.twitter.com/GYJ7U2k7nn,positive,1
399,2019-05-08,"“This British Spy, Christopher Steele, tried so hard to get this (the Fake Dossier) out before the Election. Why?” @kilmeade @foxandfriends",negative,-1
400,2019-05-08,"'Forgotten Man' Story: Under Trump, Red Counties Economically Thrive http://bit.ly/2VKPFNq via @BreitbartNews",neutral,0
401,2019-05-09,"House Republicans should not vote for the BAD DEMOCRAT Disaster Supplemental Bill which hurts our States, Farmers & Border Security. Up for vote tomorrow. We want to do much better than this. All sides keep working and send a good BILL for immediate signing!",negative,-1
402,2019-05-09,"Today, it was my honor to welcome the 2018 World Series Champion Boston @RedSox to the @WhiteHouse!pic.twitter.com/yHAClpttLM",positive,1
403,2019-05-09,Great news today: My Administration just secured a historic donation of HIV prevention drugs from Gilead to help expand access to PrEP for the uninsured and those at risk. Will help us achieve our goal of ending the HIV epidemic in America!https://twitter.com/SecAzar/status/1126593428769378304 …,positive,1
404,2019-05-09,"After a great rally in Panama City Beach, Florida - I am returning to Washington, D.C. with @SenRickScott and Senator @MarcoRubio, discussing the terrible abuses by Maduro. America stands with the GREAT PEOPLE of Venezuela for however long it takes!pic.twitter.com/KcBoNfEibv",positive,1
405,2019-05-09,MAKE AMERICA GREAT AGAIN!pic.twitter.com/gOXXHnHHG5,positive,1
406,2019-05-09,"Beautiful evening in Panama City Beach, Florida. Thank you! #MAGAhttps://www.pscp.tv/w/b6N-rjFvTlFsTFJub1dwUXd8MUJSSmp2TU1lRWFKd6Iqca6eGHAS3ugxqlw9QeUwhVgwAbcS_yy6K7MRSFrt?t=10s …",positive,1
407,2019-05-10,"Military spouses share an admirable legacy of unwavering devotion to their loved ones in uniform and to the cause of freedom. On Military Spouse Day, we honor our Nation’s military spouses and express our deep appreciation for all that they do!https://www.pscp.tv/w/b6XgJDFvTlFsTFJub1dwUXd8MXpxS1Zhb3JYbll4QkGzf39NVELPISjQPyS24hUO86OxayYG_LnMuJrF7mgN?t=4s …",neutral,0
408,2019-05-10,"....into the future will continue. In the meantime, the United States has imposed Tariffs on China, which may or may not be removed depending on what happens with respect to future negotiations!",neutral,0
409,2019-05-10,"Over the course of the past two days, the United States and China have held candid and constructive conversations on the status of the trade relationship between both countries. The relationship between President Xi and myself remains a very strong one, and conversations....",neutral,0
410,2019-05-10,Great Republican vote today on Disaster Relief Bill. We will now work out a bipartisan solution that gets relief for our great States and Farmers. Thank you to all. Get me a Bill that I can quickly sign!,negative,-1
411,2019-05-10,"“We have been engaged in an unfair relationship with China for a long time. They have reneged on the commitments they made to the WTO, particularly around intellectual property.” Carly Fiorina @MariaBartiromo",negative,-1
412,2019-05-10,Looks to me like it’s going to be SleepyCreepy Joe over Crazy Bernie. Everyone else is fading fast!,positive,1
413,2019-05-10,"Great Consumer Price Index just out. Really good, very low inflation! We have a great chance to “really rock!” Good numbers all around.",positive,1
414,2019-05-10,"Your all time favorite President got tired of waiting for China to help out and start buying from our FARMERS, the greatest anywhere in the World!",negative,-1
415,2019-05-10,Build your products in the United States and there are NO TARIFFS!,negative,-1
416,2019-05-10,"....If we bought 15 Billion Dollars of Agriculture from our Farmers, far more than China buys now, we would have more than 85 Billion Dollars left over for new Infrastructure, Healthcare, or anything else. China would greatly slow down, and we would automatically speed up!",negative,-1
417,2019-05-10,The average 401(k) balance has SOARED since the bottom of the market - 466%. Wow!,positive,1
418,2019-05-10,"Tariffs will make our Country MUCH STRONGER, not weaker. Just sit back and watch! In the meantime, China should not renegotiate deals with the U.S. at the last minute. This is not the Obama Administration, or the Administration of Sleepy Joe, who let China get away with “murder!”",negative,-1
419,2019-05-10,"Tariffs will bring in FAR MORE wealth to our Country than even a phenomenal deal of the traditional kind. Also, much easier & quicker to do. Our Farmers will do better, faster, and starving nations can now be helped. Waivers on some products will be granted, or go to new source!",positive,1
420,2019-05-10,"....agricultural products from our Great Farmers, in larger amounts than China ever did, and ship it to poor & starving countries in the form of humanitarian assistance. In the meantime we will continue to negotiate with China in the hopes that they do not again try to redo deal!",negative,-1
421,2019-05-10,"....The process has begun to place additional Tariffs at 25% on the remaining 325 Billion Dollars. The U.S. only sells China approximately 100 Billion Dollars of goods & products, a very big imbalance. With the over 100 Billion Dollars in Tariffs that we take in, we will buy.....",negative,-1
422,2019-05-10,Talks with China continue in a very congenial manner - there is absolutely no need to rush - as Tariffs are NOW being paid to the United States by China of 25% on 250 Billion Dollars worth of goods & products. These massive payments go directly to the Treasury of the U.S....,negative,-1
423,2019-05-10,V.P. Mike Pence will be interviewed on @foxandfriends at 7:30 A.M. Enjoy!,positive,1
424,2019-05-10,"We have lost 500 Billion Dollars a year, for many years, on Crazy Trade with China. NO MORE!",negative,-1
425,2019-05-10,"James Comey is a disgrace to the FBI & will go down as the worst Director in its long and once proud history. He brought the FBI down, almost all Republicans & Democrats thought he should be FIRED, but the FBI will regain greatness because of the great men & women who work there!",negative,-1
426,2019-05-10,Republicans must stick together!https://twitter.com/realDonaldTrump/status/1126625647214964737 …,neutral,0
427,2019-05-11,"I was NOT going to fire Bob Mueller, and did not fire Bob Mueller. In fact, he was allowed to finish his Report with unprecedented help from the Trump Administration. Actually, lawyer Don McGahn had a much better chance of being fired than Mueller. Never a big fan!",negative,-1
428,2019-05-11,"....The only problem is that they know I am going to win (best economy & employment numbers in U.S. history, & much more), and the deal will become far worse for them if it has to be negotiated in my second term. Would be wise for them to act now, but love collecting BIG TARIFFS!",positive,1
429,2019-05-11,"I think that China felt they were being beaten so badly in the recent negotiation that they may as well wait around for the next election, 2020, to see if they could get lucky & have a Democrat win - in which case they would continue to rip-off the USA for $500 Billion a year....",negative,-1
430,2019-05-11,"So now the Radical Left Dems don’t talk about Collusion anymore, because the Mueller Report said there was No Collusion, they only want to talk about Obstruction, even though there was No Obstruction or No Crime - except for the crimes committed by the other side!",negative,-1
431,2019-05-11,"I won the 2016 Election partially based on no Tax Returns while I am under audit (which I still am), and the voters didn’t care. Now the Radical Left Democrats want to again relitigate this matter. Make it a part of the 2020 Election!",negative,-1
432,2019-05-11,Such an easy way to avoid Tariffs? Make or produce your goods and products in the good old USA. It’s very simple!,positive,1
433,2019-05-12,"China is DREAMING that Sleepy Joe Biden, or any of the others, gets elected in 2020. They LOVE ripping off America!",neutral,0
434,2019-05-12,The “Constitutional Crisis” is the Democrats refusing to work. Let them start by fixing the mess that their Immigration Laws have caused at the Southern Border.,negative,-1
435,2019-05-12,"When the Mueller Report came out showing NO Collusion with Russia (of course), it was supposed to be over, back to work for the people. But the Dems have gone “nuts,” and it has actually gotten worse! Hope the Republicans win back the House in 2020, or little will get done!",negative,-1
436,2019-05-12,"Ever since the Mueller Report showed No Collusion & No Obstruction, the Dems have been working overtime to damage me and the Republican Party by issuing over 80 demands for documents and testimonies, and with NO REASON. That’s all they want to do - don’t care about anything else!",negative,-1
437,2019-05-12,"Despite two years and millions of dollars spent, the Democrats are acting like crazed lunatics ever since the results of the Mueller Report were made public. But they knew there was NOTHING even before the Report was started. It is all a big Hoax, the biggest in American history!",negative,-1
438,2019-05-12,"....employment numbers ever, low taxes & regulations, a rebuilt military & V.A., many great new judges, & so much more. But we have had a giant SCAM perpetrated upon our nation, a Witch Hunt, a Treasonous Hoax. That is the Constitutional Crisis & hopefully guilty people will pay!",positive,1
439,2019-05-12,"The Democrats new and pathetically untrue sound bite is that we are in a “Constitutional Crisis.” They and their partner, the Fake News Media, are all told to say this as loud and as often as possible. They are a sad JOKE! We may have the strongest Economy in our history, best...",negative,-1
440,2019-05-12,"....We will then spend (match or better) the money that China may no longer be spending with our Great Patriot Farmers (Agriculture), which is a small percentage of total Tariffs received, and distribute the food to starving people in nations around the world! GREAT! #MAGA",negative,-1
441,2019-05-12,"We are right where we want to be with China. Remember, they broke the deal with us & tried to renegotiate. We will be taking in Tens of Billions of Dollars in Tariffs from China. Buyers of product can make it themselves in the USA (ideal), or buy it from non-Tariffed countries...",negative,-1
442,2019-05-12,Really sad!https://twitter.com/johncardillo/status/1127561555204349952 …,neutral,0
443,2019-05-12,pic.twitter.com/6Xc1NJnf1Z,neutral,0
444,2019-05-12,Big attacks on Republicans and Conservatives by Social Media. Not good!,negative,-1
445,2019-05-12,pic.twitter.com/NlL3YNhxly,neutral,0
446,2019-05-12,"....Hoax. My campaign was being seriously spied upon by intel agencies and the Democrats. This never happened before in American history, and it all turned out to be a total scam, a Witch Hunt, that yielded No Collusion, No Obstruction. This must never be allowed to happen again!",negative,-1
447,2019-05-12,"Think of it. I became President of the United States in one of the most hard fought and consequential elections in the history of our great nation. From long before I ever took office, I was under a sick & unlawful investigation concerning what has become known as the Russian....",positive,1
448,2019-05-12,"....President who is willing to have the battle, and we have a great Attorney General who is willing to lead the battle, and they are going to get to the bottom of it.” @EdRollins @LouDobbs",positive,1
449,2019-05-12,"“The Democrats have nothing. Just want to distract from this President. The FBI was not doing its job, the State Department was covering things up everyday for Hillary. At the end of the day they’re fearful of what they did, and should be fearful. This is a tough.....",negative,-1
450,2019-05-13,Wishing former President Jimmy Carter a speedy recovery from his hip surgery earlier today. He was in such good spirits when we spoke last month - he will be fine!,positive,1
451,2019-05-13,"Today, I officially updated my budget to include $18 million for our GREAT @SpecialOlympics, whose athletes inspire us and make our Nation so PROUD!",positive,1
452,2019-05-13,"We must protect our Great Lakes, keeping them clean and beautiful for future generations. That’s why I am fighting for $300 million in my updated budget for the Great Lakes Restoration Initiative.",positive,1
453,2019-05-13,"Under my Administration, we are restoring @NASA to greatness and we are going back to the Moon, then Mars. I am updating my budget to include an additional $1.6 billion so that we can return to Space in a BIG WAY!",neutral,0
454,2019-05-13,My Administration will be fighting for $200 million for the Army Corps Everglades restoration work this year. Congress needs to help us complete the world’s largest intergovernmental watershed restoration project ASAP! Good for Florida and good for the environment.,negative,-1
455,2019-05-13,"..There will be nobody left in China to do business with. Very bad for China, very good for USA! But China has taken so advantage of the U.S. for so many years, that they are way ahead (Our Presidents did not do the job). Therefore, China should not retaliate-will only get worse!",negative,-1
456,2019-05-13,"There is no reason for the U.S. Consumer to pay the Tariffs, which take effect on China today. This has been proven recently when only 4 points were paid by the U.S., 21 points by China because China subsidizes product to such a large degree. Also, the Tariffs can be.....",negative,-1
457,2019-05-13,"Democrat Rep. Tlaib is being slammed for her horrible and highly insensitive statement on the Holocaust. She obviously has tremendous hatred of Israel and the Jewish people. Can you imagine what would happen if I ever said what she said, and says?",negative,-1
458,2019-05-13,"Bernie Sanders, “The Economy is doing well, and I’m sure I don’t have to give Trump any credit - I’m sure he’ll take all the credit that he wants.” Wrong Bernie, the Economy is doing GREAT, and would have CRASHED if my opponent (and yours), Crooked Hillary Clinton, had ever won!",positive,1
459,2019-05-13,"Has anyone noticed that all the Boston @RedSox have done is WIN since coming to the White House! Others also have done very well. The White House visit is becoming the opposite of being on the cover of Sports Illustrated! By the way, the Boston players were GREAT guys!",neutral,0
460,2019-05-13,The unexpectedly good first quarter 3.2% GDP was greatly helped by Tariffs from China. Some people just don’t get it!,positive,1
461,2019-05-13,"Also, congratulations to @OANN on the great job you are doing and the big ratings jump (“thank you President Trump”)!",positive,1
462,2019-05-13,"Thank you @foxandfriends, great show this morning and congratulations on your number one (by far) rating. Well deserved!",positive,1
463,2019-05-13,"I say openly to President Xi & all of my many friends in China that China will be hurt very badly if you don’t make a deal because companies will be forced to leave China for other countries. Too expensive to buy in China. You had a great deal, almost completed, & you backed out!",neutral,0
464,2019-05-13,"information! As long as President Trump is President, his opposition will use every tool, and misuse every tool available, to make his life miserable.” @TomFitton @JudicialWatch @LouDobbs Sadly, this proves I am doing a great job - Also, Best Economy and Employment Numbers EVER!",neutral,0
465,2019-05-13,"“It’s the attack strategy of harass. This is not about the Attorney General, who is very sophisticated & knows it isn’t about him, it’s about trying to destroy President Trump through an assault on his AG for upholding the rule of law. He released a massive amount of......",negative,-1
466,2019-05-13,....overthrow the President through an illegal coup.” (Recommended by previous DOJ) @TomFitton @JudicialWatch,neutral,0
467,2019-05-13,....and the Democrat National Committee-The Democrat Party apparatus-has been caught using donor Dollars to Collude with Russian Intelligence to attack a domestic political opponent (me). The FBI has no leadership. The Director is protecting the same gang.....that tried to....,neutral,0
468,2019-05-13,"“Just another abuse of power in a long series of abuses of power by the Democrats that began during the Obama Administration, continued through the Mueller FBI operation, & now the baton has been passed to Jerry Nadler to continue to abuse power to harass President Trump..",neutral,0
469,2019-05-13,"“Even Director James Clapper admits that the FBI actions against the Trump Presidential Campaign do in fact meet the definition of spying, perhaps FBI Director Christopher Wray will be the next to do so.” @LouDobbs",neutral,0
470,2019-05-13,"I met Marine Sgt. John Peck, a quadruple amputee who has received a double arm transplant, at Walter Reed in 2017. Today, it was my honor to welcome John (HERO) to the Oval, with his wonderful wife Jessica. He also wrote a book that I highly recommend, “Rebuilding Sergeant Peck.”pic.twitter.com/eiNnHcEU7x",neutral,0
